Index,FY,Date of Auction,Date of Issue,Date of Maturity,Notified Amount (Rupees Crore),Residual Maturity Period,Maturity Year,Number of Competitive Bid Received,"Value of Competitive Bid Received
(Rupees Crore)",Number of Non-Competitive Bid Received,"Value of Non-Competitive Bid Received
(Rupees Crore)",Number of Competitive Bid Accepted,"Value of Competitive Bid Accepted
(Rupees Crore)",Number of Non-Competitive Bid Accepted,"Value of Non-Competitive Bid Accepted
(Rupees Crore)","Devolvement on Primary Dealers
(Rupees Crore)","Devolvement/Private placement on RBI
(Rupees Crore)",Cut off Issue/ Price,Cut Off Yield,Nomenclature Loan,ISIN No.,Weighted Avg. Price,Weighted Avg. Yield,State,Amount,Tenor group,Bid cover,WAY,Notified - availed,Yield / Price,Outstanding,Maturity FY
7154,2013-14   ,15-Jan-14,16-Jan-14,16-Jan-24,1000,10,45307,34,1492,3,15,27,985,3,15,-,-,100,9.29,9.29% MADHYA PRADESH SDL 2024,IN2120130058,100.34,9.2368,Madhya Pradesh,1000,T6-10,1.514720812,4,0,Yield,FALSE,2023-24
7155,2013-14   ,31-Dec-13,01-Jan-14,01-Jan-24,100,10,45292,10,534,1,5,1,95,1,5,-,-,100,9.35,9.35% GOA SDL 2024,IN1420130016,100,9.35,Goa,100,T6-10,5.621052632,4,0,Yield,FALSE,2023-24
7156,2013-14   ,31-Dec-13,01-Jan-14,01-Jan-24,1530.58,10,45292,131,5970.11,13,69.4,1,1461.18,13,69.4,-,-,100,9.35,9.35% MAHARASHTRA SDL 2024,IN2220130156,100,9.35,Maharashtra,1530.58,T6-10,4.085814205,4,0,Yield,FALSE,2023-24
7157,2013-14   ,31-Dec-13,01-Jan-14,01-Jan-24,500,10,45292,19,1390,1,1,1,499,1,1,-,-,100,9.36,9.36% JHARKHAND SDL 2024,IN3720130043,100,9.36,Jharkhand,500,T6-10,2.785571142,4,0,Yield,FALSE,2023-24
7158,2013-14   ,31-Dec-13,01-Jan-14,01-Jan-24,1900,10,45292,97,4891,8,63.25,1,1836.75,8,63.25,-,-,100,9.38,9.38% ANDHRA PRA SDL 2024,IN1020130119,100,9.38,Andhra Pradesh,1900,T6-10,2.662855587,4,0,Yield,FALSE,2023-24
7159,2013-14   ,31-Dec-13,01-Jan-14,01-Jan-24,200,10,45292,8,530.00,-,-,1,200,-,,-,-,100,9.39,9.39% TRIPURA SDL 2024,IN3220130014,100,9.39,Tripura,200,T6-10,2.65,4,0,Yield,FALSE,2023-24
7160,2013-14   ,31-Dec-13,01-Jan-14,01-Jan-24,500,10,45292,13,1140,3,13,1,487,3,13,-,-,100,9.39,9.39% UTTAR PRADESH SDL 2024,IN3320130088,100,9.39,Uttar Pradesh,500,T6-10,2.340862423,4,0,Yield,FALSE,2023-24
7161,2013-14   ,31-Dec-13,01-Jan-14,01-Jan-24,1000,10,45292,89,"3,805.50",6,39.95,9,1139.05,6,39.95,-,-,100,9.41,9.41% TAMIL NADU SDL 2024,IN3120130171,100.18,9.3826,Tamil Nadu,1179,T6-10,3.340942013,4,-179,Yield,FALSE,2023-24
7162,2013-14   ,31-Dec-13,01-Jan-14,01-Jan-24,500,10,45292,17,"1,405.08",1,5,1,495.00,1,5,-,-,100,9.4,9.4% UTTARAKHAND SDL 2024,IN3620130010,100,9.4,Uttarakhand,500.00,T6-10,2.838545455,3,0,Yield,FALSE,2023-24
7163,2013-14   ,31-Dec-13,01-Jan-14,01-Jan-24,800,10,45292,67,2382.1,3,2.12,1,797.88,3,2.12,-,-,100,9.4,9.4% WEST BENGAL SDL 2024,IN3420130152,100,9.4,West Bengal,800,T6-10,2.985536672,3,0,Yield,FALSE,2023-24
7164,2013-14   ,17-Dec-13,18-Dec-13,04-Dec-23,1200,9.97,45264,67,"2,072.67",8,29.4,35,1170.6,8,29.4,-,-,99.17,9.4995,9.37% GUJARAT SDL 2023,IN1520130130,99.24,9.4884,Gujarat,1200,T6-10,1.770607381,6,0,Price,FALSE,2023-24
7165,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,850,10,45278,57,2803.07,1,5,15,487.07,1,5,-,-,100,9.48,9.48% HARYANA SDL 2023,IN1620130147,100.08,9.4679,Haryana,492.07,T6-10,5.754963352,4,357.93,Yield,FALSE,2023-24
7166,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,500,10,45278,18,"1,193.00",4,16.4,7,483.6,4,16.4,-,-,100,9.48,9.48% KERALA SDL 2023,IN2020130133,100.01,9.4787,Kerala,500,T6-10,2.466914806,4,0,Yield,FALSE,2023-24
7167,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,250,10,45278,23,628,2,7,7,243,2,7,-,-,100,9.48,9.48% PUNJAB SDL 2023,IN2820130135,100.03,9.4752,Punjab,250,T6-10,2.58436214,4,0,Yield,FALSE,2023-24
7168,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,1600,10,45278,121,5432,9,39.2,27,1960.8,9,39.2,-,-,100,9.49,9.49% TAMIL NADU SDL 2023,IN3120130163,100.07,9.4788,Tamil Nadu,2000,T6-10,2.770297838,4,-400,Yield,FALSE,2023-24
7169,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,2000,10,45278,103,3912.62,10,89.95,24,1741,10,89.95,-,-,100,9.52,9.52% ANDHRA PR SDL 2023,IN1020130101,100.1,9.504,Andhra Pradesh,1830.95,T6-10,2.247340609,4,169.05,Yield,FALSE,2023-24
7170,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,1000,10,45278,46,"2,650.00",4,30,8,970,4,30,-,-,100,9.52,9.52% BIHAR SDL 2023,IN1320130041,100.01,9.518,Bihar,1000,T6-10,2.731958763,4,0,Yield,FALSE,2023-24
7171,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,60,10,45278,8,235,-,-,4,60,-,,-,-,100,9.52,9.52% MIZORAM SDL 2023,IN2520130047,100.1,9.505,Mizoram,60,T6-10,3.916666667,4,0,Yield,FALSE,2023-24
7172,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,500,10,45278,30,1560,2,15,16,485,2,15,-,-,100,9.52,9.52% UTTAR PRADESH SDL 2023,IN3320130070,100.21,9.4878,Uttar Pradesh,500,T6-10,3.216494845,4,0,Yield,FALSE,2023-24
7173,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,1000,10,45278,70,"2,585.20",4,35,23,965,4,35,-,-,100,9.54,9.54% WEST BENGAL SDL 2023,IN3420130145,100.09,9.5253,West Bengal,1000,T6-10,2.678963731,4,0,Yield,FALSE,2023-24
7174,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,1200,10,45278,90,"2,509.48",7,26.685,36,1173.315,7,26.685,-,-,100,9.5,9.5% KARNATAKA SDL 2023,IN1920130078,100.05,9.4919,Karnataka,1200,T6-10,2.138790521,3,0,Yield,FALSE,2023-24
7175,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,1500,10,45278,108,"4,682.50",8,45.43,46,1454.57,8,45.43,-,-,100,9.5,9.5% MAHARASHTRA SDL 2023,IN2220130149,100.16,9.4743,Maharashtra,1500,T6-10,3.219164427,3,0,Yield,FALSE,2023-24
7176,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,100,10,45278,7,355.00,1,1,2,99,1,1,-,-,100,9.5,9.5% MANIPUR SDL 2023,IN2320130023,100,9.5,Manipur,100,T6-10,3.585858586,3,0,Yield,FALSE,2023-24
7177,2013-14   ,17-Dec-13,18-Dec-13,18-Dec-23,500,10,45278,44,1563,3,25,24,475,3,25,-,-,100,9.5,9.5% RAJASTHAN SDL 2023,IN2920130175,100.14,9.4785,Rajasthan,500,T6-10,3.290526316,3,0,Yield,FALSE,2023-24
7178,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,300,10,45264,10,695.06,1,2.5,1,297.5,1,2.5,-,-,100,9.32,9.32% HIMACHAL PR SDL 2023,IN1720130088,100,9.32,Himachal Pradesh,300.00,T6-10,2.336336134,4,0,Yield,FALSE,2023-24
7179,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,500,10,45264,33,"1,263.00",4,10.35,7,489.65,4,10.35,-,-,100,9.33,9.33% RAJASTHAN SDL 2023,IN2920130167,100.02,9.3269,Rajasthan,500.00,T6-10,2.579393444,4,0,Yield,FALSE,2023-24
7180,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,500,10,45264,26,993.00,2,2.05,9,497.95,2,2.05,-,-,100,9.35,9.35% KERALA SDL 2023,IN2020130125,100.03,9.3458,Kerala,500,T6-10,1.994176122,4,0,Yield,FALSE,2023-24
7181,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,250,10,45264,30,758.00,4,11,12,239.00,4,11,-,-,100,9.35,9.35% PUNJAB SDL 2023,IN2820130127,100.09,9.3358,Punjab,250.00,T6-10,3.171548117,4,0,Yield,FALSE,2023-24
7182,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,90,10,45264,10,445.00,-,-,1,90,-,,-,-,100,9.35,9.35% SIKKIM SDL 2023,IN3020130032,100,9.35,Sikkim,90,T6-10,4.944444444,4,0,Yield,FALSE,2023-24
7183,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,800,10,45264,74,1894.25,4,15,35,785,4,15,-,-,100,9.37,9.37% GUJARAT SDL 2023,IN1520130130,100.19,9.3397,Gujarat,800,T6-10,2.413057325,4,0,Yield,FALSE,2023-24
7184,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,1500,10,45264,142,4557.25,10,20.38,45,1479.62,10,20.38,-,-,100,9.37,9.37% MAHARASHTRA SDL 2023,IN2220130131,100.08,9.358,Maharashtra,1500,T6-10,3.080013787,4,0,Yield,FALSE,2023-24
7185,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,270,10,45264,20,975,3,9.5,1,260.5,3,9.5,-,-,100,9.37,9.37% PUDUCHERRY SDL 2023,IN3820130026,100,9.37,Puducherry,270,T6-10,3.742802303,4,0,Yield,FALSE,2023-24
7186,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,500,10,45264,48,"1,640.10",3,3.5,4,496.5,3,3.5,-,-,100,9.37,9.37% WEST BENGAL SDL 2023,IN3420130137,100,9.3694,West Bengal,500,T6-10,3.303323263,4,0,Yield,FALSE,2023-24
7187,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,1200,10,45264,123,"3,901.50",6,20.45,42,1479.55,6,20.45,-,-,100,9.38,9.38% TAMIL NADU SDL 2023,IN3120130155,100.16,9.3553,Tamil Nadu,1500,T6-10,2.636950424,4,-300,Yield,FALSE,2023-24
7188,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,800,10,45264,68,"1,678.00",2,10,39,790,2,10,-,-,100,9.39,9.39% HARYANA SDL 2023,IN1620130139,100.29,9.3444,Haryana,800,T6-10,2.124050633,4,0,Yield,FALSE,2023-24
7189,2013-14   ,03-Dec-13,04-Dec-13,04-Dec-23,3000,10,45264,206,9117.005,10,51.35,68,2948.65,10,51.35,-,-,100,9.39,9.39% KARNATAKA SDL 2023,IN1920130060,100.1,9.3747,Karnataka,3000,T6-10,3.091925118,4,0,Yield,FALSE,2023-24
7190,2013-14   ,19-Nov-13,20-Nov-13,20-Nov-23,750,10,45250,39,1633,5,9.66,4,740.34,5,9.66,-,-,100,9.37,9.37% KERALA SDL 2023,IN2020130117,100,9.3693,Kerala,750,T6-10,2.205743307,4,0,Yield,FALSE,2023-24
7191,2013-14   ,19-Nov-13,20-Nov-13,20-Nov-23,1750,10,45250,133,"4,392.40",9,70.478,43,934.40,9,70.478,-,-,100,9.39,9.39% ANDHRA PRADESH SDL 2023,IN1020130093,100.11,9.3729,Andhra Pradesh,"1,004.88",T6-10,4.700770548,4,745.122,Yield,FALSE,2023-24
7192,2013-14   ,19-Nov-13,20-Nov-13,20-Nov-23,1000,10,45250,76,2468,5,22,38,978,5,22,-,-,100,9.39,9.39% GUJARAT SDL 2023,IN1520130122,100.18,9.3626,Gujarat,1000,T6-10,2.523517382,4,0,Yield,FALSE,2023-24
7193,2013-14   ,19-Nov-13,20-Nov-13,20-Nov-23,1500,10,45250,155,5155,10,33.67,68,1466.33,10,33.67,-,-,100,9.39,9.39% MAHARASHTRA SDL 2023,IN2220130123,100.15,9.3668,Maharashtra,1500,T6-10,3.515579713,4,0,Yield,FALSE,2023-24
7194,2013-14   ,19-Nov-13,20-Nov-13,20-Nov-23,1200,10,45250,124,"4,407.00",12,46.85,54,1453.15,12,46.85,-,-,100,9.39,9.39% TAMIL NADU SDL 2023,IN3120130148,100.11,9.3727,Tamil Nadu,1500,T6-10,3.032722018,4,-300,Yield,FALSE,2023-24
7195,2013-14   ,19-Nov-13,20-Nov-13,20-Nov-23,1000,10,45250,117,"4,122.20",9,46.66,42,953.34,9,46.66,-,-,100,9.42,9.42% WEST BENGAL SDL 2023,IN3420130129,100.24,9.3828,West Bengal,1000,T6-10,4.323959972,4,0,Yield,FALSE,2023-24
7196,2013-14   ,19-Nov-13,20-Nov-13,20-Nov-23,150,10,45250,8,690.00,1,1.5,2,148.5,1,1.5,-,-,100,9.4,9.4% GOA SDL 2023,IN1420130057,100,9.4,Goa,150,T6-10,4.646464646,3,0,Yield,FALSE,2023-24
7197,2013-14   ,19-Nov-13,20-Nov-13,20-Nov-23,130,10,45250,7,530,1,1.3,1,128.7,1,1.3,-,-,100,9.4,9.4% NAGALAND SDL 2023,IN2620130046,100,9.4,Nagaland,130,T6-10,4.118104118,3,0,Yield,FALSE,2023-24
7198,2013-14   ,19-Nov-13,20-Nov-13,20-Nov-23,500,10,45250,42,"1,823.00",3,23,17,477,3,23,-,-,100,9.4,9.4% RAJASTHAN SDL 2023,IN2920130159,100.19,9.371,Rajasthan,500,T6-10,3.821802935,3,0,Yield,FALSE,2023-24
7199,2013-14   ,05-Nov-13,06-Nov-13,06-Nov-23,500,10,45236,31,"1,420.00",3,7.4,2,492.60,3,7.4,-,-,100,9.32,9.32% KERALA SDL 2023,IN2020130109,100,9.32,Kerala,500.00,T6-10,2.882663419,4,0,Yield,FALSE,2023-24
7200,2013-14   ,05-Nov-13,06-Nov-13,06-Nov-23,500,10,45236,28,"1,655.00",1,5,2,495,1,5,-,-,100,9.33,9.33% RAJASTHAN SDL 2023,IN2920130142,100,9.3298,Rajasthan,500,T6-10,3.343434343,4,0,Yield,FALSE,2023-24
7201,2013-14   ,05-Nov-13,06-Nov-13,06-Nov-23,600,10,45236,39,"1,550.00",2,11,6,589,2,11,-,-,100,9.34,9.34% PUNJAB SDL 2023,IN2820130119,100.01,9.3392,Punjab,600.00,T6-10,2.631578947,4,0,Yield,FALSE,2023-24
7202,2013-14   ,05-Nov-13,06-Nov-13,06-Nov-23,100,10,45236,7,335,1,1,1,99,1,1,-,-,100,9.35,9.35% MEGHALAYA SDL 2023,IN2420130030,100,9.35,Meghalaya,100,T6-10,3.383838384,4,0,Yield,FALSE,2023-24
7203,2013-14   ,05-Nov-13,06-Nov-13,06-Nov-23,1500,10,45236,125,"4,818.10",8,33.8,42,"1,466.20",8,33.8,-,-,100,9.36,9.36% MAHARASHTRA SDL 2023,IN2220130115,100.21,9.3275,Maharashtra,"1,500.00",T6-10,3.286113763,4,0,Yield,FALSE,2023-24
7204,2013-14   ,05-Nov-13,06-Nov-13,06-Nov-23,1000,10,45236,106,3968.5,6,25.4,34,1224.6,6,25.4,-,-,100,9.37,9.37% TAMIL NADU SDL 2023,IN3120130130,100.26,9.3288,Tamil Nadu,1250,T6-10,3.240650008,4,-250,Yield,FALSE,2023-24
7205,2013-14   ,05-Nov-13,06-Nov-13,06-Nov-23,500,10,45236,35,1685,3,7.8,1,492.2,3,7.8,-,-,100,9.3,9.3% MADHYA PR SDL 2023,IN2120130041,100,9.3,Madhya Pradesh,500,T6-10,3.42340512,3,0,Yield,FALSE,2023-24
7206,2013-14   ,05-Nov-13,06-Nov-13,06-Nov-23,1500,10,45236,103,"4,137.65",7,48,42,1452,7,48,-,-,100,9.42,9.42% WEST BENGAL SDL 2023,IN3420130111,100.14,9.3978,West Bengal,1500,T6-10,2.849621212,4,0,Yield,FALSE,2023-24
7207,2013-14   ,05-Nov-13,06-Nov-13,06-Nov-23,750,10,45236,54,"2,670.00",2,6,13,744,2,6,-,-,100,9.4,9.4% UTTAR PRADESH SDL 2023,IN3320130062,100.27,9.3581,Uttar Pradesh,750,T6-10,3.588709677,3,0,Yield,FALSE,2023-24
7208,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,470,10,45222,36,"1,625.31",3,7,1,463,3,7,-,-,100,9.25,9.25% HARYANA SDL 2023,IN1620130105,100,9.25,Haryana,470,T6-10,3.510388769,4,0,Yield,FALSE,2023-24
7209,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,500,10,45222,29,1512,3,7.5,1,492.5,3,7.5,-,-,100,9.25,9.25% RAJASTHAN SDL 2023,IN2920130134,100,9.25,Rajasthan,500,T6-10,3.070050761,4,0,Yield,FALSE,2023-24
7210,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,500,10,45222,28,917,6,14.33,1,485.67,6,14.33,-,-,100,9.28,9.28% KERALA SDL 2023,IN2020130091,100,9.28,Kerala,500,T6-10,1.888113328,4,0,Yield,FALSE,2023-24
7211,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,1000,10,45222,135,4369.5,12,39.4,9,1210.6,12,39.4,-,-,100,9.32,9.32% TAMILNADU SDL 2023,IN3120130122,100.1,9.3042,Tamil Nadu,1250,T6-10,3.609367256,4,-250,Yield,FALSE,2023-24
7212,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,2000,10,45222,182,"5,866.50",15,72.75,20,1927.25,15,72.75,-,-,100,9.33,9.33% MAHARASHTRA SDL 2023,IN2220130107,100.13,9.3102,Maharashtra,2000,T6-10,3.043974575,4,0,Yield,FALSE,2023-24
7213,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,566.42,10,45222,66,"1,944.42",7,18.35,2,548.07,7,18.35,-,-,100,9.35,9.35% WEST BENGAL SDL 2023,IN3420130103,100,9.35,West Bengal,566.42,T6-10,3.547758498,4,0,Yield,FALSE,2023-24
7214,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,1400,10,45222,131,"3,747.80",9,45.3,23,1167.5,9,45.3,-,-,100,9.38,9.38% ANDHRA PR SDL 2023,IN1020130085,100.08,9.367,Andhra Pradesh,1212.8,T6-10,3.210107066,4,187.2,Yield,FALSE,2023-24
7215,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,300,10,45222,26,822.00,2,5.25,1,294.75,2,5.25,-,-,100,9.38,9.38% JAMMU KASHMIR SDL 2023,IN1820130053,100,9.38,Jammu & Kashmir,300,T6-10,2.788804071,4,0,Yield,FALSE,2023-24
7216,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,2000,10,45222,155,"4,415.60",11,61.12,73,1938.88,11,61.12,-,-,100,9.39,9.39% KARNATAKA SDL 2023,IN1920130052,100.37,9.3316,Karnataka,2000,T6-10,2.27739726,4,0,Yield,FALSE,2023-24
7217,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,100,10,45222,6,405.00,2,6,1,94,2,6,-,-,100,9.3,9.3% ARUNACHAL PR SDL 2023,IN1120130019,100,9.3,Arunachal Pradesh,100,T6-10,4.308510638,3,0,Yield,FALSE,2023-24
7218,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,45,10,45222,4,135.00,-,-,1,45,-,,-,-,100,9.3,9.3% SIKKIM SDL 2023,IN3020130024,100,9.3,Sikkim,45,T6-10,3,3,0,Yield,FALSE,2023-24
7219,2013-14   ,22-Oct-13,23-Oct-13,23-Oct-23,1000,10,45222,102,2952.833,4,35,24,965,4,35,-,-,100,9.4,9.4% BIHAR SDL 2023,IN1320130033,100.21,9.367,Bihar,1000,T6-10,3.05993057,3,0,Yield,FALSE,2023-24
7220,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-18,1000,5,43382,69,"3,300.00",6,24.8,42,1225.2,6,24.8,-,-,100,9.2,9.2% TAMIL NADU SDL 2018,IN3120130114,100.34,9.1126,Tamil Nadu,1250,T1-5,2.693437806,3,-250,Yield,FALSE,2018-19
7221,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,1000,10,45208,110,3079.5,6,42.15,25,427,6,42.15,-,-,100,9.22,9.22% GUJARAT SDL 2023,IN1520130098,100.13,9.2004,Gujarat,469.15,T6-10,7.211943794,4,530.85,Yield,FALSE,2023-24
7222,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,470,10,45208,40,1037,5,19.39,21,450.61,5,19.39,-,-,100,9.25,9.25% HARYANA SDL 2023,IN1620130097,100.16,9.2257,Haryana,470,T6-10,2.301324871,4,0,Yield,FALSE,2023-24
7223,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,750,10,45208,80,2312,6,29.7,25,720.3,6,29.7,-,-,100,9.25,9.25% KERALA SDL 2023,IN2020130083,100.13,9.2298,Kerala,750,T6-10,3.209773705,4,0,Yield,FALSE,2023-24
7224,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,1500,10,45208,181,"5,278.50",15,91.85,64,1408.15,15,91.85,-,-,100,9.25,9.25% MAHARASHTRA SDL 2023,IN2220130099,100.15,9.2271,Maharashtra,"1,500.00",T6-10,3.748535312,4,0,Yield,FALSE,2023-24
7225,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,500,10,45208,58,"1,671.00",6,34.05,25,465.95,6,34.05,-,-,100,9.25,9.25% RAJASTHAN SDL 2023,IN2920130126,100.16,9.2259,Rajasthan,500,T6-10,3.586221698,4,0,Yield,FALSE,2023-24
7226,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,1000,10,45208,97,"2,594.50",7,50,46,950,7,50,-,-,100,9.29,9.29% MADHYA PR SDL 2023,IN2120130033,100.24,9.2534,Madhya Pradesh,1000,T6-10,2.731052632,4,0,Yield,FALSE,2023-24
7227,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,600,10,45208,43,"1,227.00",5,24,24,576,5,24,-,-,100,9.29,9.29% PUNJAB SDL 2023,IN2820130101,100.33,9.2391,Punjab,600,T6-10,2.130208333,4,0,Yield,FALSE,2023-24
7228,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,1000,10,45208,95,"2,948.50",9,39.75,48,1210.25,9,39.75,-,-,100,9.33,9.33% UTTAR PRADESH SDL 2023,IN3320130054,100.3,9.2828,Uttar Pradesh,1250,T6-10,2.436273497,4,-250,Yield,FALSE,2023-24
7229,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,1000,10,45208,109,3459.1,2,15.4,37,984.6,2,15.4,-,-,100,9.35,9.35% WEST BENGAL SDL 2023,IN3420130095,100.24,9.313,West Bengal,1000,T6-10,3.513203331,4,0,Yield,FALSE,2023-24
7230,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,1500,10,45208,77,"2,328.52",6,73.12,54,1426.88,6,73.12,-,-,100,9.39,9.39% BIHAR SDL 2023,IN1320130025,100.44,9.3218,Bihar,1500,T6-10,1.631898968,4,0,Yield,FALSE,2023-24
7231,2013-14   ,08-Oct-13,09-Oct-13,09-Oct-23,800,10,45208,54,1647,3,21,31,779,3,21,-,-,100,9.3,9.3% CHHATTISGARH SDL 2023,IN3520130037,100.24,9.2628,Chhattisgarh,800,T6-10,2.114249037,3,0,Yield,FALSE,2023-24
7232,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,1500,10,45194,130,"3,098.00",17,72.85,3,511,17,72.85,-,-,100,9.65,9.65% GUJARAT SDL 2023,IN1520130080,100.01,9.649,Gujarat,583.85,T6-10,6.062622309,4,916.15,Yield,FALSE,2023-24
7233,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,500,10,45194,39,2065,3,17,1,483,3,17,-,-,100,9.68,9.68% MADHYA PRADESH SDL 2023,IN2120130025,100,9.68,Madhya Pradesh,500,T6-10,4.275362319,4,0,Yield,FALSE,2023-24
7234,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,175,10,45194,10,500,1,1.75,1,173.25,1,1.75,-,-,100,9.75,9.75% HIMACHAL PR SDL 2023,IN1720130070,100,9.75,Himachal Pradesh,175,T6-10,2.886002886,4,0,Yield,FALSE,2023-24
7235,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,100,10,45194,4,145,2,1.5,1,98.5,2,1.5,-,-,100,9.75,9.75% MANIPUR SDL 2023,IN2320130015,100,9.75,Manipur,100,T6-10,1.472081218,4,0,Yield,FALSE,2023-24
7236,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,60,10,45194,3,95.00,-,-,1,60,-,,-,-,100,9.75,9.75% MEGHALAYA SDL 2023,IN2420130022,100,9.75,Meghalaya,60.00,T6-10,1.583333333,4,0,Yield,FALSE,2023-24
7237,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,1500,10,45194,174,"3,912.00",23,92.8,30,1121,23,92.8,-,-,100,9.79,9.79% MAHARASHTRA SDL 2023,IN2220130081,100.48,9.7136,Maharashtra,1213.8,T6-10,3.489741302,4,286.2,Yield,FALSE,2023-24
7238,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,500,10,45194,42,"1,499.00",4,21,2,479,4,21,-,-,100,9.7,9.7% PUNJAB SDL 2023,IN2820130093,100,9.7,Punjab,500,T6-10,3.129436326,3,0,Yield,FALSE,2023-24
7239,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,500,10,45194,62,"1,919.00",1,10,2,490,1,10,-,-,100,9.7,9.7% RAJASTHAN SDL 2023,IN2920130118,100,9.7,Rajasthan,500,T6-10,3.916326531,3,0,Yield,FALSE,2023-24
7240,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,1000,10,45194,109,"2,758.03",7,39.6,14,472,7,39.6,-,-,100,9.81,9.81% HARYANA SDL 2023,IN1620130089,100.52,9.7269,Haryana,511.60,T6-10,5.843273305,4,488.4,Yield,FALSE,2023-24
7241,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,900,10,45194,109,3363,7,29.8,23,765,7,29.8,-,-,100,9.84,9.84% ANDHRA PRADESH SDL 2023,IN1020130077,100.35,9.7848,Andhra Pradesh,794.8,T6-10,4.396078431,4,105.2,Yield,FALSE,2023-24
7242,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,1000,10,45194,144,3200.9,16,74.65,17,577,16,74.65,-,-,100,9.8,9.8% TAMIL NADU SDL 2023,IN3120130106,100.23,9.7632,Tamil Nadu,651.65,T6-10,5.547487002,3,348.35,Yield,FALSE,2023-24
7243,2013-14   ,24-Sep-13,25-Sep-13,25-Sep-23,1500,10,45194,136,3857.7,8,24.6,42,1475.4,8,24.6,-,-,100,9.94,9.94% WEST BENGAL SDL 2023,IN3420130087,100.23,9.9033,West Bengal,1500,T6-10,2.614680765,4,0,Yield,FALSE,2023-24
7244,2013-14   ,10-Sep-13,11-Sep-13,11-Sep-23,110,10,45180,25,875,2,2.1,5,100,2,2.1,-,-,100,9.39,9.39% HIMACHAL PRADESH SDL 202,IN1720130062,100.15,9.366,Himachal Pradesh,102.1,T6-10,8.75,4,7.9,Yield,FALSE,2023-24
7245,2013-14   ,10-Sep-13,11-Sep-13,11-Sep-23,2000,10,45180,169,4903.2,14,95.65,75,1904.35,14,95.65,-,-,100,9.51,9.51% MAHARASHTRA SDL 2023,IN2220130073,100.27,9.4669,Maharashtra,2000,T6-10,2.574736787,4,0,Yield,FALSE,2023-24
